MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_4,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE,MINISTERE
2473430332,247,40034303,3,2,1ERPRO34303,1ERPRO GEST. POLLUTIONS PROTEC. ENVIRON.,1/9/14,,3,O,23820034303,2382,4/26/23,1ERE pro gestion des pollutions et protection de l'environnement,GH1,MENJ
2473430432,247,40034304,3,2,1ERPRO34304,1ERPRO HYGIENE PROPRETE STERILISATION,1/9/14,,3,O,23820034304,2382,4/26/23,1ERE pro hygiene- proprete- sterilisation,GH1,MENJ
2473430532,247,40034305,3,2,1ERPRO34305,1ERPRO TECHN.D'INTERV.SUR INSTALL. NUCL.,1/9/15,8/31/24,3,O,23820034305,2382,4/26/23,1ERE pro techniques d'interventions sur installations nucleaires,GH1,MENJ
2473440332,247,40034403,3,2,1ERPRO34403,1ERPRO METIERS DE LA SECURITE,1/9/15,,3,O,23820034403,2382,4/26/23,1ERE pro metiers de la securite,GH2,MENJ
2762100132,276,40321001,3,2,1EPROA21001,1EPROA AGRO-EQUIPEMENT,1/9/10,,3,N,23821021001,2382,7/19/13,1eproa agro-equipement,,MASA
2762100432,276,40321004,3,2,1EPROA21004,1EPROA CGEA,1/9/17,,3,N,23821021004,2382,3/30/17,1eproa cgea,,MASA
2762111332,276,40321113,3,2,1EPROA21113,1EPROA CGEVV,1/9/17,,3,N,23821021113,2382,3/30/17,1eproa cge vitivinicole,Remplace le Bac Pro CGEA Vigne et Vin,MASA
2762111432,276,40321114,3,2,1EPROA21114,1EPROA CONDUITE PRODUCTIONS HORTICOLES,1/9/19,,3,O,23821021114,2382,1/31/19,1eproa conduite de productions horticoles,,MASA
2762120332,276,40321203,3,2,1EPROA21203,1EPROA TECHN CONSEIL DE VENTE ANIMALERIE,1/9/10,,3,O,23821021203,2382,7/19/13,1eproa Tech conseil vente en animalerie,,MASA
2762121032,276,40321210,3,2,1EPROA21210,1EPROA COND GEST ENTR CANIN ET FELIN,1/9/11,,3,O,23821021210,2382,7/19/13,1eproa cdte-gest d'une entreprise du secteur canin et felin,Renovation du Bac Pro conduite et gestion de l'elevage canin et felin,MASA
2762121132,276,40321211,3,2,1EPROA21211,1EPROA COND GEST ENTR HIPPIQUE,1/9/12,,3,O,23821021211,2382,9/15/22,1eproa cg entreprise hippique,,MASA
2762121232,276,40321212,3,2,1EPROA21212,1EPROA TECH EXPE ANIMALE,1/9/12,,3,O,23821021212,2382,7/19/13,1ere pro agricole technicien en experimentation animale,Nouvelle filiere,MASA
2762121332,276,40321213,3,2,1EPROA21213,1EPROA CONDUITE PROD-AQUACOLES,1/9/23,,3,O,23821021213,2382,2/17/22,1eproa Conduite de prod-aquacoles,,MASA
2762130232,276,40321302,3,2,1EPROA21302,1EPROA GEST MILIEUX NATURELS FAUNE,1/9/10,,3,O,23821021302,2382,7/19/13,1eproa Gestion des milieux naturels et de la faune,,MASA
2762130332,276,40321303,3,2,1EPROA21303,1EPROA FORET,1/9/11,,3,O,23821021303,2382,7/19/13,1eproa foret,Renovation du Bac Pro Conduite et gestion des chantiers forestiers,MASA
2762140532,276,40321405,3,2,1EPROA21405,1EPROA AMENAGEMENTS PAYSAGERS,1/9/10,,3,O,23821021405,2382,7/19/13,1eproa Amenagements paysagers,,MASA
2762140732,276,40321407,3,2,1EPROA21407,1EPROA TEC CONS VTE UNIVERS JARDINERIE,1/9/20,,3,O,23821021407,2382,4/3/20,1eproa Technicien conseil vente univers jardinerie,,MASA
2762210532,276,40322105,3,2,1EPROA22105,1EPROA LABORATOIRE CONTROLE QUALITE,1/9/10,,3,O,23821022105,2382,7/19/13,1eproa Laboratoire controle qualite,,MASA
2762210832,276,40322108,3,2,1EPROA22108,1EPROA TEC CONS VTE ALIMENTATION (PAB),1/9/21,,3,O,23821022108,2382,5/5/22,1eproa Technicien conseil vente en alimentation prod alim et boissons,,MASA
2763300332,276,40333003,3,2,1EPROA33003,1EPROA SERV PERS ANIM TERRIT,1/9/23,,3,O,23821033003,2382,2/17/22,1ere pro agricole Service aux personnes et animation dans territoires,,MASA
2472000233,247,40020002,3,3,TLEPRO20002,TLEPRO ETUD.DEFINITION PRDTS INDUSTRIELS,1/9/00,8/31/24,3,O,23830020002,2383,4/26/23,TLE pro etude et definition de produits industriels,GH1,MENJ
2472000933,247,40020009,3,3,TLEPRO20009,TLEPRO MODELISATION ET PROTOTYPAGE 3D,1/9/24,,3,O,23830020009,2383,4/26/23,TLE pro modelisation et prototypage 3D,,MENJ
2472010233,247,40020102,3,3,TLEPRO20102,TLEPRO PILOTE DE LIGNE DE PRODUCTION,1/9/14,,3,O,23830020102,2383,4/26/23,TLE pro pilote de ligne de production,GH1,MENJ
2472120433,247,40021204,3,3,TLEPRO21204,TLEPRO CULTURES MARINES,1/9/16,,3,O,23830021204,2383,5/11/21,TLE pro cultures marines,GH specifique,MER
2472130433,247,40021304,3,3,TLEPRO21304,TLEPRO CGEM-PECHE,1/9/21,,3,O,23830021304,2383,4/26/23,TLE pro conduite et gestion des entreprises maritimes-peche,,MER
2472200333,247,40022003,3,3,TLEPRO22003,TLEPRO BIO-INDUSTRIES DE TRANSFORMATION,1/9/11,8/31/25,3,O,23830022003,2383,5/25/23,TLE pro bio-industries de transformation,GH1,MENJ
2472200433,247,40022004,3,3,TLEPRO22004,TLEPRO PROC. CHIMIE EAU PAPIERS-CARTONS,1/9/14,,3,O,23830022004,2383,4/26/23,TLE pro procedes de la chimie- de l'eau et des papiers-cartons,GH1,MENJ
2472200533,247,40022005,3,3,TLEPRO22005,TLEPRO PROD. INDUS.PHARMAC.ALIM.COSMET.,1/9/25,,3,O,23830022005,2383,5/25/23,Tlepro production en industries pharmaceutiq.- alimentairesetcosmetiq.,,MENJ
2472210433,247,40022104,3,3,TLEPRO22104,TLEPRO BOUCHER-CHARCUTIER-TRAITEUR,1/9/10,,3,O,23830022104,2383,4/26/23,TLE pro boucher-charcutier-traiteur,GH1. Mise en conformite libelle,MENJ
2472210533,247,40022105,3,3,TLEPRO22105,TLEPRO BOULANGER-PETISSIER,1/9/10,,3,O,23830022105,2383,4/26/23,TLE pro boulanger-patissier,GH1,MENJ
2472210633,247,40022106,3,3,TLEPRO22106,TLEPRO CUISINE,1/9/13,,3,O,23830022106,2383,4/26/23,TLE pro cuisine,GH1,MENJ
2472230233,247,40022302,3,3,TLEPRO22302,TLEPRO TRAITEMENTS DES MATERIAUX,1/9/00,,3,O,23830022302,2383,4/26/23,TLE pro traitements des materiaux,GH1. Changement de libelle RS 2016,MENJ
2472230333,247,40022303,3,3,TLEPRO22303,TLEPRO FONDERIE,1/9/11,,3,O,23830022303,2383,4/26/23,TLE pro fonderie,GH1,MENJ
2472230833,247,40022308,3,3,TLEPRO22308,TLEPRO ART.MET.ART-FACT.ORG. OPT.ORGAN.,1/9/21,,3,O,23830022308,2383,4/26/23,TLE pro artisanat et metiers d'art - facteur d'orgues option organier,,MENJ
2472230933,247,40022309,3,3,TLEPRO22309,TLEPRO ART.MET.ART-FACT.ORG. OPT.TUYAUT.,1/9/21,,3,O,23830022309,2383,4/26/23,TLE pro artisanat et metiers d'art-facteur d'orgues option tuyautier,,MENJ
2472240233,247,40022402,3,3,TLEPRO22402,TLEPRO ARTIS.et MET.ART:VERR.SCIENT.TECHN,1/9/08,,3,O,23830022402,2383,4/26/23,TLE pro artisan.etmetiers d'art opt. verrerie scientifique et technique,GH1,MENJ
2472240333,247,40022403,3,3,TLEPRO22403,TLEPRO ARTS.et MET.ART:MET.ENSEIGN SIGNAL,1/9/08,,3,O,23830022403,2383,4/26/23,TLE pro artisanat et metiers d'art opt. enseigne et signaletique,GH1,MENJ
2472250333,247,40022503,3,3,TLEPRO22503,TLEPRO PLASTIQUES ET COMPOSITES,1/9/10,,3,O,23830022503,2383,4/26/23,TLE pro plastiques et composites,GH1,MENJ
2472270533,247,40022705,3,3,TLEPRO22705,TLEPRO TECHNICIEN GAZ,1/9/19,,3,O,23830022705,2383,4/26/23,TLE pro technicien gaz,GH1,MENJ
2472270633,247,40022706,3,3,TLEPRO22706,TLEPRO MAINTEN. ET EFFICACITE ENERGETIQ.,1/9/23,,3,O,23830022706,2383,4/26/23,TLE pro maintenance et efficacite energetique,,MENJ
2472270733,247,40022707,3,3,TLEPRO22707,TLEPRO INSTAL.CHAUF.CLIMAT.ENERG.RENOUV.,1/9/23,,3,O,23830022707,2383,4/26/23,TLE pro installateur en chauffage- climat. et energies renouvelables,,MENJ
2472270833,247,40022708,3,3,TLEPRO22708,TLEPRO TECHN.D'INTERV.SUR INSTALL. NUCL.,1/9/25,,3,O,23830022708,2383,4/26/23,TLE pro techniques d'interventions sur installations nucleaires,Renovation technique,MENJ
2472300333,247,40023003,3,3,TLEPRO23003,TLEPRO ARTIS. et M.ART:MARCHANDISAGE VIS.,1/9/08,,3,O,23830023003,2383,4/26/23,TLE pro artisanat et metiers d'art option marchandisage visuel,GH1,MENJ
2472300433,247,40023004,3,3,TLEPRO23004,TLEPRO TECHN. ETUDES BAT.A ETUDES et ECO.,1/9/09,,3,O,23830023004,2383,4/26/23,TLE pro technicen d'etudes du batiment option A etudes et economie,GH1,MENJ
2472300533,247,40023005,3,3,TLEPRO23005,TLEPRO TECHN. ETUDES BAT B ASSIST.ARCHI.,1/9/09,,3,O,23830023005,2383,4/26/23,TLE pro technicen d'etudes du batiment op.B assistant en architecture,GH1,MENJ
2472310233,247,40023102,3,3,TLEPRO23102,TLEPRO TRAVAUX PUBLICS,1/9/08,8/31/25,3,O,23830023102,2383,4/26/23,TLE pro  travaux publics,GH1,MENJ
2472310333,247,40023103,3,3,TLEPRO23103,TLEPRO TECHNICIEN GEOMETRE-TOPOGRAPHE,1/9/08,,3,O,23830023103,2383,4/26/23,TLE pro technicien geometre-topographe,GH1,MENJ
2472320333,247,40023203,3,3,TLEPRO23203,TLEPRO TECHNICIEN BAT. : ORG.REAL.GROS O,1/9/08,,3,O,23830023203,2383,4/26/23,TLE protechnicien du batiment : organis. et realis. du gros oeuvre,GH1,MENJ
2472320533,247,40023205,3,3,TLEPRO23205,TLEPRO INTERV. SUR PATRIMOINE BATI OPT.A,1/9/15,,3,O,23830023205,2383,4/26/23,TLE pro interventions sur le patrimoine bati- option A maconnerie,GH1,MENJ
2472320633,247,40023206,3,3,TLEPRO23206,TLEPRO INTERV. SUR PATRIMOINE BATI OPT.B,1/9/15,,3,O,23830023206,2383,4/26/23,TLE pro interventions sur le patrimoine bati- option B charpente,GH1,MENJ
2472320733,247,40023207,3,3,TLEPRO23207,TLEPRO INTERV. SUR PATRIMOINE BATI OPT.C,1/9/15,,3,O,23830023207,2383,4/26/23,TLE pro interventions sur le patrimoine bati- option C couverture,GH1,MENJ
2472320833,247,40023208,3,3,TLEPRO23208,TLEPRO METIERS ET ARTS DE LA PIERRE,1/9/17,,3,O,23830023208,2383,4/26/23,TLE pro metiers et arts de la pierre,GH1,MENJ
2472321033,247,40023210,3,3,TLEPRO23210,TLEPRO TRAVAUX PUBLICS,1/9/25,,3,O,23830023210,2383,4/26/23,TLE pro travaux publics,,MENJ
2472330333,247,40023303,3,3,TLEPRO23303,TLEPRO MENUISERIE ALUMINIUM-VERRE,1/9/08,,3,O,23830023303,2383,4/26/23,Tlepro menuiserie aluminium-verre,GH1,MENJ
2472330433,247,40023304,3,3,TLEPRO23304,TLEPRO AMENAGEMENT FINITION BATIMENT,1/9/08,,3,O,23830023304,2383,4/26/23,TLE pro amenagement et finitions du batiment,GH1,MENJ
2472340433,247,40023404,3,3,TLEPRO23404,TLEPRO TECHNICIEN CONSTRUCTEUR BOIS,1/9/08,,3,O,23830023404,2383,4/26/23,TLE pro technicien constructeur bois,GH1,MENJ
2472340533,247,40023405,3,3,TLEPRO23405,TLEPRO TECHNICIEN MENUISIER AGENCEUR,1/9/08,,3,O,23830023405,2383,4/26/23,TLE pro technicien menuisier agenceur,GH1,MENJ
2472340633,247,40023406,3,3,TLEPRO23406,TLEPRO TECHNICIEN DE SCIERIE,1/9/08,,3,O,23830023406,2383,4/26/23,TLE pro technicien de scierie,GH1,MENJ
2472340733,247,40023407,3,3,TLEPRO23407,TLEPRO TECHNIC.FAB.BOIS ET MATERX ASSOC.,1/9/08,,3,O,23830023407,2383,4/26/23,TLE pro technicien de fabrication bois et materiaux associes,GH1,MENJ
2472340833,247,40023408,3,3,TLEPRO23408,TLEPRO ETUDE ET REALISATION D'AGENCEMENT,1/9/13,,3,O,23830023408,2383,4/26/23,TLE pro etude et realisation d'agencement,GH1. Changement de libelle RS 2016,MENJ
2472400533,247,40024005,3,3,TLEPRO24005,TLEPRO MET.ENTRET.TEXT.OPT.A BLANCHISS.,1/9/23,,3,O,23830024005,2383,4/26/23,TLE pro metiers de l'entretien des textiles option A : blanchisserie,,MENJ
2472400633,247,40024006,3,3,TLEPRO24006,TLEPRO MET.ENTRET.TEXT. OPT.B PRESSING,1/9/23,,3,O,23830024006,2383,4/26/23,TLE pro metiers de l'entretien des textiles option B : pressing,,MENJ
2472420233,247,40024202,3,3,TLEPRO24202,TLEPRO ARTIS.et MET.ART : TAPIS.D'AMEUBLT,1/9/95,,3,O,23830024202,2383,4/26/23,TLE pro artisanat et metiers d'art option tapissier d'ameublement,GH1 :Introduction de  l'enseignement de Sciences physiques a la RS 2011.,MENJ
2472420333,247,40024203,3,3,TLEPRO24203,TLEPRO METIERS DE LA MODE - VETEMENT,1/9/10,,3,O,23830024203,2383,4/26/23,TLE pro metiers de la mode - vetement,GH1,MENJ
2472430133,247,40024301,3,3,TLEPRO24301,TLEPRO METIERS DU CUIR : CHAUSSURES,1/9/10,,3,O,23830024301,2383,4/26/23,TLE pro metiers du cuir : chaussures,GH1,MENJ
2472430233,247,40024302,3,3,TLEPRO24302,TLEPRO METIERS DU CUIR : MAROQUINERIE,1/9/10,,3,O,23830024302,2383,4/26/23,TLE pro metiers du cuir option maroquinerie,GH1,MENJ
2472430333,247,40024303,3,3,TLEPRO24303,TLEPRO MET. DU CUIR: SELLERIE GARNISSAGE,1/9/17,,3,O,23830024303,2383,4/26/23,TLE pro metiers du cuir option sellerie garnissage,GH1,MENJ
2472500633,247,40025006,3,3,TLEPRO25006,TLEPRO MICROTECHNIQUES,1/9/08,,3,O,23830025006,2383,4/26/23,TLE pro microtechniques,GH1,MENJ
2472500933,247,40025009,3,3,TLEPRO25009,TLEPRO MAINTENANCE NAUTIQUE,1/9/09,8/31/25,3,O,23830025009,2383,5/24/23,Tlepro maintenance nautique,GH1,MENJ
2472501033,247,40025010,3,3,TLEPRO25010,TLEPRO ELECTROMECANICIEN MARINE,1/9/21,,3,O,23830025010,2383,4/26/23,TLE pro electromecanicien marine,,MER
2472501133,247,40025011,3,3,TLEPRO25011,TLEPRO POLYVALENT NAVIGANT PONT/MACHINE,1/9/21,,3,O,23830025011,2383,4/26/23,TLE pro polyvalent navigant pont/machine,,MER
2472501233,247,40025012,3,3,TLEPRO25012,TLEPRO MAINTENANCE SYST.PRODUC.CONNECTES,1/9/23,,3,O,23830025012,2383,4/26/23,TLE pro maintenance des systemes de production connectes,Enseignements economie-gestion et physique-chimie. Report ouverture d'un an suite a la crise sanitaire,MENJ
2472501333,247,40025013,3,3,TLEPRO25013,TLEPRO TEC.REAL.PR.MEC.OP.REAL.MAI.OUT.,1/9/23,,3,O,23830025013,2383,4/26/23,TLE pro techn. en real. prod. mecan. opt. real. et maint. des outill.,,MENJ
2472501433,247,40025014,3,3,TLEPRO25014,TLEPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.,1/9/23,,3,O,23830025014,2383,4/26/23,TLE pro techn. en real. prod. mecan. opt. real. et suivi de production,,MENJ
2472510833,247,40025108,3,3,TLEPRO25108,TLEPRO TECHNICIEN MODELEUR,1/9/08,,3,O,23830025108,2383,4/26/23,TLE pro technicien modeleur,GH1,MENJ
2472510933,247,40025109,3,3,TLEPRO25109,TLEPRO TRANSP.CABLESetREMONT.MECANIQUES,1/9/25,,3,O,23830025109,2383,4/26/23,TLE pro transports par cables et remontees mecaniques,,MENJ
2472521433,247,40025214,3,3,TLEPRO25214,TLEPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.,1/9/16,,3,O,23830025214,2383,4/26/23,TLE pro maintenance des vehicules option A voitures particulieres,GH1,MENJ
2472521533,247,40025215,3,3,TLEPRO25215,TLEPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,1/9/16,,3,O,23830025215,2383,4/26/23,TLE pro maintenance des vehicules opt. B vehicules transport routier,GH1,MENJ
2472521633,247,40025216,3,3,TLEPRO25216,TLEPRO MAINT.VEHIC.OPTC MOTOCYCLES,1/9/16,,3,O,23830025216,2383,4/26/23,TLE pro maintenance des vehicules option C motocycles,GH1,MENJ
2472521933,247,40025219,3,3,TLEPRO25219,TLEPRO MAINT.MATERIELS OPT.A AGRICOLES,1/9/18,,3,O,23830025219,2383,4/26/23,TLE pro maintenance des materiels option A materiels agricoles,GH1,MENJ
2472522033,247,40025220,3,3,TLEPRO25220,TLEPRO MAINT.MATERIELS OPT.B CONS.MANUT.,1/9/18,,3,O,23830025220,2383,4/26/23,TLE pro maint. des materiels opt. B mater. construction et manutention,GH1,MENJ
2472522133,247,40025221,3,3,TLEPRO25221,TLEPRO MAINT.MATERIELS OPT.C ESP. VERTS,1/9/18,,3,O,23830025221,2383,4/26/23,TLE pro maintenance des materiels option C materiels d'espaces verts,GH1,MENJ
2472522333,247,40025223,3,3,TLEPRO25223,TLEPRO MAINTENANCE NAUTIQUE,1/9/25,,3,O,23830025223,2383,5/24/23,Tlepro maintenance nautique,,MENJ
2472530233,247,40025302,3,3,TLEPRO25302,TLEPRO AERONAUTIQUE OPTION AVIONIQUE,1/9/15,,3,O,23830025302,2383,5/11/21,TLE pro aeronautique option avionique,GH1,MENJ
2472530333,247,40025303,3,3,TLEPRO25303,TLEPRO AERONAUTIQUE OPTION SYSTEMES,1/9/15,,3,O,23830025303,2383,5/11/21,TLE pro aeronautique option systemes,GH1,MENJ
2472530433,247,40025304,3,3,TLEPRO25304,TLEPRO AERONAUTIQUE OPTION STRUCTURE,1/9/15,,3,O,23830025304,2383,5/11/21,TLE pro aeronautique option structure,GH1,MENJ
2472530533,247,40025305,3,3,TLEPRO25305,TLEPRO AVIATION GENERALE,1/9/15,,3,O,23830025305,2383,5/11/21,TLE pro aviation generale,GH1,MENJ
2472540633,247,40025406,3,3,TLEPRO25406,TLEPRO OUVRAGES DU BATIMENT METALLERIE,1/9/08,,3,O,23830025406,2383,4/26/23,TLE pro ouvrages du batiment : metallerie,GH1,MENJ
2472540833,247,40025408,3,3,TLEPRO25408,TLEPRO REPARATION DES CARROSSERIES,1/9/09,8/31/26,3,O,23830025408,2383,4/26/23,TLE pro reparation des carrosseries,GH1,MENJ
2472541033,247,40025410,3,3,TLEPRO25410,TLEPRO CONSTRUCTION DES CARROSSERIES,1/9/11,,3,O,23830025410,2383,4/26/23,TLE pro construction des carrosseries,GH1,MENJ
2472541133,247,40025411,3,3,TLEPRO25411,TLEPRO TECH.CHAUDRONNERIE INDUSTRIELLE,1/9/20,,3,O,23830025411,2383,4/26/23,TLE pro technicien en chaudronnerie industrielle,GH1,MENJ
2472541233,247,40025412,3,3,TLEPRO25412,TLEPRO CARROSSIER PEINTRE AUTOMOBILE,1/9/25,,3,O,23830025412,2383,4/26/23,TLE pro carrossier peintre automobile,,MENJ
2472551033,247,40025510,3,3,TLEPRO25510,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,1/9/18,,3,O,23830025510,2383,4/26/23,TLE pro metiers de l'electricite et de ses environnements connectes,GH1,MENJ
2472551333,247,40025513,3,3,TLEPRO25513,TLEPRO SYST.NUM.OPT.A SURETE SECURITE,1/9/18,8/31/25,3,O,23830025513,2383,4/26/23,TLE pro syst.num. op.A surete securite infrastruct. habitat tertiaire,GH1,MENJ
2472551433,247,40025514,3,3,TLEPRO25514,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,1/9/18,8/31/25,3,O,23830025514,2383,4/26/23,TLE pro syst.num. opt.B audiovisuels reseau equipement domestiques,GH1,MENJ
2472551533,247,40025515,3,3,TLEPRO25515,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,1/9/18,8/31/25,3,O,23830025515,2383,4/26/23,TLE pro syst.num. opt.C reseaux informatiques syst. Communicants,GH1,MENJ
2472551733,247,40025517,3,3,TLEPRO25517,TLEPRO MET.FROID et ENERGIES RENOUVEL.,1/9/23,,3,O,23830025517,2383,4/26/23,TLE pro metiers du froid et des energies renouvelables,,MENJ
2472551833,247,40025518,3,3,TLEPRO25518,TLEPRO OPTIQ.PHOTON.:TECHNOLOG. LUMIERE,1/9/25,,3,O,23830025518,2383,4/26/23,TLE pro optique photonique : technologies de la lumiere,,MENJ
2472551933,247,40025519,3,3,TLEPRO25519,TLEPRO CYBER.INFORM.etRESEAUX ELECTRON.,1/9/25,,3,O,23830025519,2383,4/26/23,TLE pro cybersecurite- informatique et reseaux- electronique,,MENJ
2473000433,247,40030004,3,3,TLEPRO30004,TLEPRO ASSISTANC.GEST.ORGANIS.ACTIVITES,1/9/22,,3,O,23830030004,2383,4/26/23,TLE pro assistance gestion des organisations et de leurs activites,Enseignements economie-droit et LV2,MENJ
2473110633,247,40031106,3,3,TLEPRO31106,TLEPRO LOGISTIQUE (Nouveau),1/9/11,,3,O,23830031106,2383,4/26/23,TLE pro logistique,GH2,MENJ
2473110733,247,40031107,3,3,TLEPRO31107,TLEPRO CONDUCT. TRANSP.ROUT.MARCHANDISES,1/9/12,,3,O,23830031107,2383,4/26/23,TLE pro conducteur transport routier marchandises,GH1,MENJ
2473110933,247,40031109,3,3,TLEPRO31109,TLEPRO TRANSPORT FLUVIAL,1/9/14,,3,O,23830031109,2383,4/26/23,TLE pro transport fluvial,GH1. Ouverture 1ERE en 2013- comme la 2nde-  pour integrer les sortants de CAP en 1ERE,MENJ
2473111233,247,40031112,3,3,TLEPRO31112,TLEPRO CGEM-COMMERCE/PLAIS.PRO OP.VOILE,1/9/21,,3,O,23830031112,2383,4/26/23,TLE pro cgem-commerce/plaisance professionnelle option voile,,MER
2473111333,247,40031113,3,3,TLEPRO31113,TLEPRO CGEM-COMMERCE/PLAIS.PRO OP.YACHT,1/9/21,,3,O,23830031113,2383,4/26/23,TLE pro cgem-commerce/plaisance professionnelle option yacht,,MER
2473111433,247,40031114,3,3,TLEPRO31114,TLEPRO ORGANIS. TRANSPORT MARCHANDISES,1/9/22,,3,O,23830031114,2383,4/26/23,TLE pro organisation de transport de marchandises,Enseignements economie-droit et LV2,MENJ
2473120933,247,40031209,3,3,TLEPRO31209,TLEPRO POISSONNIER-ECAILLER-TRAITEUR,1/9/10,,3,O,23830031209,2383,4/26/23,TLE pro poissonnier-ecailler-traiteur,GH1. Mise en conformite libelle,MENJ
2473121233,247,40031212,3,3,TLEPRO31212,TLEPRO METIERS DE L'ACCUEIL,1/9/21,,3,O,23830031212,2383,4/26/23,TLE pro metiers de l'accueil,,MENJ
2473121333,247,40031213,3,3,TLEPRO31213,TLEPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.,1/9/21,,3,O,23830031213,2383,4/26/23,TLE pro met. commerceetvente opt.A animat. gestion espace commercial,,MENJ
2473121433,247,40031214,3,3,TLEPRO31214,TLEPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.,1/9/21,,3,O,23830031214,2383,4/26/23,TLE pro met. commerceetvente opt.B pros.client. valor.offre commerc.,,MENJ
2473220633,247,40032206,3,3,TLEPRO32206,TLEPRO FACONNAGE PRODTS IMPRIMES ROUTAGE,1/9/13,,3,O,23830032206,2383,4/26/23,TLE pro faconnage de produits imprimes- routage,GH1,MENJ
2473220733,247,40032207,3,3,TLEPRO32207,TLEPRO REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.,1/9/16,,3,O,23830032207,2383,4/26/23,TLE pro real. prod. imprimes et plurimedia op.A productions graphiques,GH1,MENJ
2473220833,247,40032208,3,3,TLEPRO32208,TLEPRO REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.,1/9/16,,3,O,23830032208,2383,4/26/23,TLE pro real. prod. imprimes et plurimedia opt.B productions imprimees,GH1,MENJ
2473230333,247,40032303,3,3,TLEPRO32303,TLEPRO ART.et MET.ART:COM.VIS.VIS.PLURI-M,1/9/13,,3,O,23830032303,2383,4/26/23,TLE pro artisanatetmetiers d'art opt. communic. visuelle pluri-media,GH1,MENJ
2473230433,247,40032304,3,3,TLEPRO32304,TLEPRO PHOTOGRAPHIE,1/9/14,,3,O,23830032304,2383,4/26/23,TLE pro photographie,GH1,MENJ
2473300333,247,40033003,3,3,TLEPRO33003,TLEPRO ACC.SOINS-S.PERS. OPT.A DOMICILE,1/9/13,8/31/24,3,O,23830033003,2383,4/26/23,TLE pro accompagn.- soins et services a la personne option A a domicile,GH1,MENJ
2473300433,247,40033004,3,3,TLEPRO33004,TLEPRO ACC.SOINS-S.PERS. OPT.EN STRUCTUR,1/9/13,8/31/24,3,O,23830033004,2383,4/26/23,TLE pro accompagn.- soins et services a la personne opt. B en structure,GH1,MENJ
2473300633,247,40033006,3,3,TLEPRO33006,TLEPRO ANIMAT. ENFANCEet PERSONNES AGEES,1/9/22,,3,O,23830033006,2383,4/26/23,TLE pro animation - enfance et personnes agees,Enseignements economie-gestion et LV2,MENJ
2473300733,247,40033007,3,3,TLEPRO33007,TLEPRO ACCOMP. SOINS-SERVICES PERSONNE,1/9/24,,3,O,23830033007,2383,4/26/23,TLE pro accompagnement- soins et services a la personne,,MENJ
2473310133,247,40033101,3,3,TLEPRO33101,TLEPRO OPTIQUE LUNETTERIE,1/9/11,,3,O,23830033101,2383,4/26/23,TLE pro optique lunetterie,GH1,MENJ
2473310333,247,40033103,3,3,TLEPRO33103,TLEPRO TECHNICIEN APPAREIL. ORTHOPEDIQUE,1/9/18,,3,O,23830033103,2383,4/26/23,TLE pro technicien en appareillage orthopedique,GH1,MENJ
2473310433,247,40033104,3,3,TLEPRO33104,TLEPRO TECHNICIEN EN PROTHESE DENTAIRE,1/9/22,,3,O,23830033104,2383,4/26/23,TLE pro technicien en prothese dentaire,Enseignements economie-gestion et physique-chimie,MENJ
2473340333,247,40033403,3,3,TLEPRO33403,TLEPRO COMMERC. SERVICES EN RESTAURATION,1/9/13,,3,O,23830033403,2383,4/26/23,TLE pro commercialisation et  services en restauration,GH1,MENJ
2473360233,247,40033602,3,3,TLEPRO33602,TLEPRO PERRUQUIER POSTICHEUR,1/9/11,,3,O,23830033602,2383,4/26/23,TLE pro perruquier posticheur,GH1,MENJ
2473360333,247,40033603,3,3,TLEPRO33603,TLEPRO ESTHETIQUE COSMETIQUE PARFUMERIE,1/9/19,8/31/24,3,O,23830033603,2383,4/26/23,TLE pro esthetique cosmetique parfumerie,GH1,MENJ
2473360433,247,40033604,3,3,TLEPRO33604,TLEPRO METIERS DE LA COIFFURE,1/9/22,,3,O,23830033604,2383,4/26/23,TLE pro metiers de la coiffure,Enseignements economie-gestion et physique-chimie,MENJ
2473360633,247,40033606,3,3,TLEPRO33606,TLEPRO ESTHETIQUE COSMETIQUE PARFUMERIE,1/9/24,,3,O,23830033606,2383,4/26/23,TLE pro esthetique cosmetique parfumerie,,MENJ
2473430333,247,40034303,3,3,TLEPRO34303,TLEPRO GEST. POLLUTIONS PROTEC. ENVIRON.,1/9/15,,3,O,23830034303,2383,4/26/23,TLE pro gestion des pollutions et protection de l'environnement,GH1,MENJ
