MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_4,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE
2473111432,247,40031114,3,2,1ERPRO31114,1ERPRO ORGANIS. TRANSPORT MARCHANDISES,9/1/21,,3,O,23820031114,2382,4/26/23,1ère pro organisation de transport de marchandises,Enseignements économie-droit et LV2
2473120932,247,40031209,3,2,1ERPRO31209,1ERPRO POISSONNIER-ECAILLER-TRAITEUR,9/1/10,,3,O,23820031209,2382,4/26/23,1ère pro poissonnier-écailler-traiteur,GH1. Mise en conformité libellé
2473121232,247,40031212,3,2,1ERPRO31212,1ERPRO METIERS DE L'ACCUEIL,9/1/20,,3,O,23820031212,2382,4/26/23,1ère pro métiers de l'accueil,
2473121332,247,40031213,3,2,1ERPRO31213,1ERPRO MET.COM.VEN.OP.A ANI.GES.ESP.COM.,9/1/20,,3,O,23820031213,2382,4/26/23,1ère pro mét. commerce&vente opt.A animat. gestion espace commercial,
2473121432,247,40031214,3,2,1ERPRO31214,1ERPRO MET.COM.VEN.OP.B PR.CL.VA.OF.COM.,9/1/20,,3,O,23820031214,2382,4/26/23,1ère pro mét. commerce&vente opt.B pros.client. valor.offre commerc.,
2473220632,247,40032206,3,2,1ERPRO32206,1ERPRO FACONNAGE PRODTS IMPRIMES ROUTAGE,9/1/12,,3,O,23820032206,2382,4/26/23,"1ère pro façonnage de produits imprimés, routage",GH1
2473220732,247,40032207,3,2,1ERPRO32207,1ERPRO REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.,9/1/15,,3,O,23820032207,2382,4/26/23,1ère pro réal. prod. imprimés & plurimédia op.A productions graphiques,GH1
2473220832,247,40032208,3,2,1ERPRO32208,1ERPRO REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.,9/1/15,,3,O,23820032208,2382,4/26/23,1ère pro réal. prod. imprimés & plurimédia opt.B productions imprimées,GH1
2473230332,247,40032303,3,2,1ERPRO32303,1ERPRO ART.& MET.ART:COM.VIS.VIS.PLURI-M,9/1/12,,3,O,23820032303,2382,4/26/23,1ère pro artisanat&métiers d'art opt. communic. visuelle pluri-média,GH1
2473230432,247,40032304,3,2,1ERPRO32304,1ERPRO PHOTOGRAPHIE,9/1/13,,3,O,23820032304,2382,4/26/23,1ère pro photographie,GH1
2473300332,247,40033003,3,2,1ERPRO33003,1ERPRO ACC.SOINS-S.PERS. OPT.A DOMICILE,9/1/12,8/31/23,3,O,23820033003,2382,4/19/22,1erpro acc.soins-s.pers. opt.a domicile,GH1
2473300432,247,40033004,3,2,1ERPRO33004,1ERPRO ACC.SOINS-S.PERS. OPT.EN STRUCTUR,9/1/12,8/31/23,3,O,23820033004,2382,4/19/22,1erpro acc.soins-s.pers. opt.en structur,GH1
2473300632,247,40033006,3,2,1ERPRO33006,1ERPRO ANIMAT. ENFANCE& PERSONNES AGEES,9/1/21,,3,O,23820033006,2382,4/26/23,1ère pro animation - enfance et personnes âgées,Enseignements économie-gestion et LV2
2473300732,247,40033007,3,2,1ERPRO33007,1ERPRO ACCOMP. SOINS-SERVICES PERSONNE,9/1/23,,3,O,23820033007,2382,4/26/23,"1ère pro accompagnement, soins et services à la personne",
2473310132,247,40033101,3,2,1ERPRO33101,1ERPRO OPTIQUE LUNETTERIE,9/1/10,,3,O,23820033101,2382,4/26/23,1ère pro optique lunetterie,GH1
2473310332,247,40033103,3,2,1ERPRO33103,1ERPRO TECHNICIEN APPAREIL. ORTHOPEDIQUE,9/1/17,,3,O,23820033103,2382,4/26/23,1ère pro technicien en appareillage orthopédique,GH1
2473310432,247,40033104,3,2,1ERPRO33104,1ERPRO TECHNICIEN EN PROTHESE DENTAIRE,9/1/21,,3,O,23820033104,2382,4/26/23,1ère pro technicien en prothèse dentaire,Enseignements économie-gestion et physique-chimie
2473340332,247,40033403,3,2,1ERPRO33403,1ERPRO COMMERC. SERVICES EN RESTAURATION,9/1/12,,3,O,23820033403,2382,4/26/23,1ère pro commercialisation et  services en restauration,GH1
2473360232,247,40033602,3,2,1ERPRO33602,1ERPRO PERRUQUIER POSTICHEUR,9/1/10,,3,O,23820033602,2382,4/26/23,1ère pro perruquier posticheur,GH1
2473360332,247,40033603,3,2,1ERPRO33603,1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE,9/1/18,8/31/23,3,O,23820033603,2382,4/19/22,1erpro esthétique cosmétique parfumerie,GH1
2473360432,247,40033604,3,2,1ERPRO33604,1ERPRO METIERS DE LA COIFFURE,9/1/21,,3,O,23820033604,2382,4/26/23,1ère pro métiers de la coiffure,Enseignements économie-gestion et physique-chimie
2473360632,247,40033606,3,2,1ERPRO33606,1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE,9/1/23,,3,O,23820033606,2382,4/26/23,1ère pro esthétique cosmétique parfumerie,
2473430332,247,40034303,3,2,1ERPRO34303,1ERPRO GEST. POLLUTIONS PROTEC. ENVIRON.,9/1/14,,3,O,23820034303,2382,4/26/23,1ère pro gestion des pollutions et protection de l'environnement,GH1
2473430432,247,40034304,3,2,1ERPRO34304,1ERPRO HYGIENE PROPRETE STERILISATION,9/1/14,,3,O,23820034304,2382,4/26/23,"1ère pro hygiène, propreté, stérilisation",GH1
2473430532,247,40034305,3,2,1ERPRO34305,1ERPRO TECHN.D'INTERV.SUR INSTALL. NUCL.,9/1/15,8/31/24,3,O,23820034305,2382,4/26/23,1ère pro techniques d'interventions sur installations nucléaires,GH1
2473440332,247,40034403,3,2,1ERPRO34403,1ERPRO METIERS DE LA SECURITE,9/1/15,,3,O,23820034403,2382,4/26/23,1ère pro métiers de la sécurité,GH2
2762100132,276,40321001,3,2,1EPROA21001,1EPROA AGRO-EQUIPEMENT,9/1/10,,3,N,23821021001,2382,7/19/13,1eproa agro-equipement,
2762100432,276,40321004,3,2,1EPROA21004,1EPROA CGEA,9/1/17,,3,N,23821021004,2382,3/30/17,1eproa cgea,
2762111332,276,40321113,3,2,1EPROA21113,1EPROA CGEVV,9/1/17,,3,N,23821021113,2382,3/30/17,1eproa cge vitivinicole,Remplace le Bac Pro CGEA Vigne et Vin
2762111432,276,40321114,3,2,1EPROA21114,1EPROA CONDUITE PRODUCTIONS HORTICOLES,9/1/19,,3,O,23821021114,2382,1/31/19,1eproa conduite de productions horticoles,
2762120332,276,40321203,3,2,1EPROA21203,1EPROA TECHN CONSEIL DE VENTE ANIMALERIE,9/1/10,,3,O,23821021203,2382,7/19/13,1eproa Tech conseil vente en animalerie,
2762120432,276,40321204,3,2,1EPROA21204,1EPROA PROD-AQUACOLES,9/1/10,8/31/23,3,O,23821021204,2382,3/25/22,1eproa prod-aquacoles,
2762121032,276,40321210,3,2,1EPROA21210,1EPROA COND GEST ENTR CANIN ET FELIN,9/1/11,,3,O,23821021210,2382,7/19/13,1eproa cdte-gest d'une entreprise du secteur canin et felin,Rénovation du Bac Pro conduite et gestion de l'élevage canin et félin
2762121132,276,40321211,3,2,1EPROA21211,1EPROA COND GEST ENTR HIPPIQUE,9/1/12,,3,O,23821021211,2382,9/15/22,1eproa cg entreprise hippique,
2762121232,276,40321212,3,2,1EPROA21212,1EPROA TECH EXPE ANIMALE,9/1/12,,3,O,23821021212,2382,7/19/13,1ere pro agricole technicien en expérimentation animale,Nouvelle filière
2762121332,276,40321213,3,2,1EPROA21213,1EPROA CONDUITE PROD-AQUACOLES,9/1/23,,3,O,23821021213,2382,2/17/22,1eproa Conduite de prod-aquacoles,
2762130232,276,40321302,3,2,1EPROA21302,1EPROA GEST MILIEUX NATURELS FAUNE,9/1/10,,3,O,23821021302,2382,7/19/13,1eproa Gestion des milieux naturels et de la faune,
2762130332,276,40321303,3,2,1EPROA21303,1EPROA FORET,9/1/11,,3,O,23821021303,2382,7/19/13,1eproa forêt,Rénovation du Bac Pro Conduite et gestion des chantiers forestiers
2762140532,276,40321405,3,2,1EPROA21405,1EPROA AMENAGEMENTS PAYSAGERS,9/1/10,,3,O,23821021405,2382,7/19/13,1eproa Aménagements paysagers,
2762140732,276,40321407,3,2,1EPROA21407,1EPROA TEC CONS VTE UNIVERS JARDINERIE,9/1/20,,3,O,23821021407,2382,4/3/20,1eproa Technicien conseil vente univers jardinerie,
2762210532,276,40322105,3,2,1EPROA22105,1EPROA LABORATOIRE CONTROLE QUALITE,9/1/10,,3,O,23821022105,2382,7/19/13,1eproa Laboratoire contrôle qualité,
2762210832,276,40322108,3,2,1EPROA22108,1EPROA TEC CONS VTE ALIMENTATION (PAB),9/1/21,,3,O,23821022108,2382,5/5/22,1eproa Technicien conseil vente en alimentation prod alim et boissons,
2763300232,276,40333002,3,2,1EPROA33002,1EPROA SERV PERS TERRIT,9/1/12,8/31/23,3,O,23821033002,2382,3/24/22,1ere pro agricole Service aux personnes et aux territoires,Nouvelle filière.
2763300332,276,40333003,3,2,1EPROA33003,1EPROA SERV PERS ANIM TERRIT,9/1/23,,3,O,23821033003,2382,2/17/22,1ere pro agricole Service aux personnes et animation dans territoires,
2472000233,247,40020002,3,3,TLEPRO20002,TLEPRO ETUD.DEFINITION PRDTS INDUSTRIELS,9/1/00,8/31/24,3,O,23830020002,2383,4/26/23,Tle pro étude et définition de produits industriels,GH1
2472000933,247,40020009,3,3,TLEPRO20009,TLEPRO MODELISATION ET PROTOTYPAGE 3D,9/1/24,,3,O,23830020009,2383,4/26/23,Tle pro modélisation et prototypage 3D,
2472010233,247,40020102,3,3,TLEPRO20102,TLEPRO PILOTE DE LIGNE DE PRODUCTION,9/1/14,,3,O,23830020102,2383,4/26/23,Tle pro pilote de ligne de production,GH1
2472120433,247,40021204,3,3,TLEPRO21204,TLEPRO CULTURES MARINES,9/1/16,,3,O,23830021204,2383,5/11/21,Tle pro cultures marines,GH spécifique
2472130433,247,40021304,3,3,TLEPRO21304,TLEPRO CGEM-PECHE,9/1/21,,3,O,23830021304,2383,4/26/23,Tle pro conduite et gestion des entreprises maritimes-pêche,
2472200333,247,40022003,3,3,TLEPRO22003,TLEPRO BIO-INDUSTRIES DE TRANSFORMATION,9/1/11,8/31/25,3,O,23830022003,2383,5/25/23,Tle pro bio-industries de transformation,GH1
2472200433,247,40022004,3,3,TLEPRO22004,TLEPRO PROC. CHIMIE EAU PAPIERS-CARTONS,9/1/14,,3,O,23830022004,2383,4/26/23,"Tle pro procédés de la chimie, de l'eau et des papiers-cartons",GH1
2472200533,247,40022005,3,3,TLEPRO22005,TLEPRO PROD. INDUS.PHARMAC.ALIM.COSMET.,9/1/25,,3,O,23830022005,2383,5/25/23,"Tlepro production en industries pharmaceutiq., alimentaires&cosmétiq.",
2472210433,247,40022104,3,3,TLEPRO22104,TLEPRO BOUCHER-CHARCUTIER-TRAITEUR,9/1/10,,3,O,23830022104,2383,4/26/23,Tle pro boucher-charcutier-traiteur,GH1. Mise en conformité libellé
2472210533,247,40022105,3,3,TLEPRO22105,TLEPRO BOULANGER-PÂTISSIER,9/1/10,,3,O,23830022105,2383,4/26/23,Tle pro boulanger-pâtissier,GH1
2472210633,247,40022106,3,3,TLEPRO22106,TLEPRO CUISINE,9/1/13,,3,O,23830022106,2383,4/26/23,Tle pro cuisine,GH1
2472230233,247,40022302,3,3,TLEPRO22302,TLEPRO TRAITEMENTS DES MATERIAUX,9/1/00,,3,O,23830022302,2383,4/26/23,Tle pro traitements des matériaux,GH1. Changement de libellé RS 2016
2472230333,247,40022303,3,3,TLEPRO22303,TLEPRO FONDERIE,9/1/11,,3,O,23830022303,2383,4/26/23,Tle pro fonderie,GH1
2472230833,247,40022308,3,3,TLEPRO22308,TLEPRO ART.MET.ART-FACT.ORG. OPT.ORGAN.,9/1/21,,3,O,23830022308,2383,4/26/23,Tle pro artisanat et métiers d'art - facteur d'orgues option organier,
2472230933,247,40022309,3,3,TLEPRO22309,TLEPRO ART.MET.ART-FACT.ORG. OPT.TUYAUT.,9/1/21,,3,O,23830022309,2383,4/26/23,Tle pro artisanat et métiers d'art-facteur d'orgues option tuyautier,
2472240233,247,40022402,3,3,TLEPRO22402,TLEPRO ARTIS.& MET.ART:VERR.SCIENT.TECHN,9/1/08,,3,O,23830022402,2383,4/26/23,Tle pro artisan.&métiers d'art opt. verrerie scientifique & technique,GH1
2472240333,247,40022403,3,3,TLEPRO22403,TLEPRO ARTS.& MET.ART:MET.ENSEIGN SIGNAL,9/1/08,,3,O,23830022403,2383,4/26/23,Tle pro artisanat et métiers d'art opt. enseigne et signalétique,GH1
2472250333,247,40022503,3,3,TLEPRO22503,TLEPRO PLASTIQUES ET COMPOSITES,9/1/10,,3,O,23830022503,2383,4/26/23,Tle pro plastiques et composites,GH1
2472270333,247,40022703,3,3,TLEPRO22703,TLEPRO TECHN.INSTALL.SYST.ENERG.CLIMATIQ,9/1/08,8/31/23,3,O,23830022703,2383,5/24/21,tlepro  techn.install.syst.energ.climatiq,GH1
2472270433,247,40022704,3,3,TLEPRO22704,TLEPRO TECHN. MAINT. SYST.ENERG.CLIMATIQ,9/1/08,8/31/23,3,O,23830022704,2383,5/24/21,tlepro  techn. maint. syst.energ.climatiq,GH1
2472270533,247,40022705,3,3,TLEPRO22705,TLEPRO TECHNICIEN GAZ,9/1/19,,3,O,23830022705,2383,4/26/23,Tle pro technicien gaz,GH1
2472270633,247,40022706,3,3,TLEPRO22706,TLEPRO MAINTEN. ET EFFICACITE ENERGETIQ.,9/1/23,,3,O,23830022706,2383,4/26/23,Tle pro maintenance et efficacité énergétique,
2472270733,247,40022707,3,3,TLEPRO22707,TLEPRO INSTAL.CHAUF.CLIMAT.ENERG.RENOUV.,9/1/23,,3,O,23830022707,2383,4/26/23,"Tle pro installateur en chauffage, climat. et énergies renouvelables",
2472270833,247,40022708,3,3,TLEPRO22708,TLEPRO TECHN.D'INTERV.SUR INSTALL. NUCL.,9/1/25,,3,O,23830022708,2383,4/26/23,Tle pro techniques d'interventions sur installations nucléaires,Rénovation technique
2472300333,247,40023003,3,3,TLEPRO23003,TLEPRO ARTIS. & M.ART:MARCHANDISAGE VIS.,9/1/08,,3,O,23830023003,2383,4/26/23,Tle pro artisanat et métiers d'art option marchandisage visuel,GH1
2472300433,247,40023004,3,3,TLEPRO23004,TLEPRO TECHN. ETUDES BAT.A ETUDES & ECO.,9/1/09,,3,O,23830023004,2383,4/26/23,Tle pro technicen d'études du bâtiment option A études et économie,GH1
2472300533,247,40023005,3,3,TLEPRO23005,TLEPRO TECHN. ETUDES BAT B ASSIST.ARCHI.,9/1/09,,3,O,23830023005,2383,4/26/23,Tle pro technicen d'études du bâtiment op.B assistant en architecture,GH1
2472310233,247,40023102,3,3,TLEPRO23102,TLEPRO TRAVAUX PUBLICS,9/1/08,8/31/25,3,O,23830023102,2383,4/26/23,Tle pro  travaux publics,GH1
2472310333,247,40023103,3,3,TLEPRO23103,TLEPRO TECHNICIEN GEOMETRE-TOPOGRAPHE,9/1/08,,3,O,23830023103,2383,4/26/23,Tle pro technicien géomètre-topographe,GH1
2472320333,247,40023203,3,3,TLEPRO23203,TLEPRO TECHNICIEN BAT. : ORG.REAL.GROS O,9/1/08,,3,O,23830023203,2383,4/26/23,Tle protechnicien du bâtiment : organis. et réalis. du gros oeuvre,GH1
2472320533,247,40023205,3,3,TLEPRO23205,TLEPRO INTERV. SUR PATRIMOINE BATI OPT.A,9/1/15,,3,O,23830023205,2383,4/26/23,"Tle pro interventions sur le patrimoine bâti, option A maçonnerie",GH1
2472320633,247,40023206,3,3,TLEPRO23206,TLEPRO INTERV. SUR PATRIMOINE BATI OPT.B,9/1/15,,3,O,23830023206,2383,4/26/23,"Tle pro interventions sur le patrimoine bâti, option B charpente",GH1
2472320733,247,40023207,3,3,TLEPRO23207,TLEPRO INTERV. SUR PATRIMOINE BATI OPT.C,9/1/15,,3,O,23830023207,2383,4/26/23,"Tle pro interventions sur le patrimoine bâti, option C couverture",GH1
2472320833,247,40023208,3,3,TLEPRO23208,TLEPRO METIERS ET ARTS DE LA PIERRE,9/1/17,,3,O,23830023208,2383,4/26/23,Tle pro métiers et arts de la pierre,GH1
2472321033,247,40023210,3,3,TLEPRO23210,TLEPRO TRAVAUX PUBLICS,9/1/25,,3,O,23830023210,2383,4/26/23,Tle pro travaux publics,
2472330333,247,40023303,3,3,TLEPRO23303,TLEPRO MENUISERIE ALUMINIUM-VERRE,9/1/08,,3,O,23830023303,2383,4/26/23,Tlepro menuiserie aluminium-verre,GH1
2472330433,247,40023304,3,3,TLEPRO23304,TLEPRO AMENAGEMENT FINITION BATIMENT,9/1/08,,3,O,23830023304,2383,4/26/23,Tle pro aménagement et finitions du bâtiment,GH1
2472340433,247,40023404,3,3,TLEPRO23404,TLEPRO TECHNICIEN CONSTRUCTEUR BOIS,9/1/08,,3,O,23830023404,2383,4/26/23,Tle pro technicien constructeur bois,GH1
2472340533,247,40023405,3,3,TLEPRO23405,TLEPRO TECHNICIEN MENUISIER AGENCEUR,9/1/08,,3,O,23830023405,2383,4/26/23,Tle pro technicien menuisier agenceur,GH1
2472340633,247,40023406,3,3,TLEPRO23406,TLEPRO TECHNICIEN DE SCIERIE,9/1/08,,3,O,23830023406,2383,4/26/23,Tle pro technicien de scierie,GH1
2472340733,247,40023407,3,3,TLEPRO23407,TLEPRO TECHNIC.FAB.BOIS ET MATERX ASSOC.,9/1/08,,3,O,23830023407,2383,4/26/23,Tle pro technicien de fabrication bois et matériaux associés,GH1
2472340833,247,40023408,3,3,TLEPRO23408,TLEPRO ETUDE ET REALISATION D'AGENCEMENT,9/1/13,,3,O,23830023408,2383,4/26/23,Tle pro étude et réalisation d'agencement,GH1. Changement de libellé RS 2016
2472400233,247,40024002,3,3,TLEPRO24002,TLEPRO METIERS PRESSING BLANCHISSERIE,9/1/02,8/31/23,3,O,23830024002,2383,5/23/21,tlepro  metiers pressing blanchisserie,GH1
2472400533,247,40024005,3,3,TLEPRO24005,TLEPRO MET.ENTRET.TEXT.OPT.A BLANCHISS.,9/1/23,,3,O,23830024005,2383,4/26/23,Tle pro métiers de l'entretien des textiles option A : blanchisserie,
2472400633,247,40024006,3,3,TLEPRO24006,TLEPRO MET.ENTRET.TEXT. OPT.B PRESSING,9/1/23,,3,O,23830024006,2383,4/26/23,Tle pro métiers de l'entretien des textiles option B : pressing,
2472420233,247,40024202,3,3,TLEPRO24202,TLEPRO ARTIS.& MET.ART : TAPIS.D'AMEUBLT,9/1/95,,3,O,23830024202,2383,4/26/23,Tle pro artisanat et métiers d'art option tapissier d'ameublement,GH1 :Introduction de  l'enseignement de Sciences physiques à la RS 2011.
2472420333,247,40024203,3,3,TLEPRO24203,TLEPRO METIERS DE LA MODE - VÊTEMENT,9/1/10,,3,O,23830024203,2383,4/26/23,Tle pro métiers de la mode - vêtement,GH1
2472430133,247,40024301,3,3,TLEPRO24301,TLEPRO METIERS DU CUIR : CHAUSSURES,9/1/10,,3,O,23830024301,2383,4/26/23,Tle pro métiers du cuir : chaussures,GH1
2472430233,247,40024302,3,3,TLEPRO24302,TLEPRO METIERS DU CUIR : MAROQUINERIE,9/1/10,,3,O,23830024302,2383,4/26/23,Tle pro métiers du cuir option maroquinerie,GH1
2472430333,247,40024303,3,3,TLEPRO24303,TLEPRO MET. DU CUIR: SELLERIE GARNISSAGE,9/1/17,,3,O,23830024303,2383,4/26/23,Tle pro métiers du cuir option sellerie garnissage,GH1
2472500533,247,40025005,3,3,TLEPRO25005,TLEPRO PRODUCTIQ.MECA. OPT.DECOLLETAGE,9/1/96,8/31/23,3,O,23830025005,2383,5/24/21,tlepro  productiq.meca. opt.decolletage,GH1
2472500633,247,40025006,3,3,TLEPRO25006,TLEPRO MICROTECHNIQUES,9/1/08,,3,O,23830025006,2383,4/26/23,Tle pro microtechniques,GH1
2472500733,247,40025007,3,3,TLEPRO25007,TLEPRO MAINTENANCE EQUIPEMENTS INDUST.,9/1/08,8/31/23,3,O,23830025007,2383,5/11/21,tlepro  maintenance equipements indust.,GH1. Report fermeture d'un an suite à la crise sanitaire
2472500933,247,40025009,3,3,TLEPRO25009,TLEPRO MAINTENANCE NAUTIQUE,9/1/09,8/31/25,3,O,23830025009,2383,5/24/23,Tlepro maintenance nautique,GH1
2472501033,247,40025010,3,3,TLEPRO25010,TLEPRO ELECTROMECANICIEN MARINE,9/1/21,,3,O,23830025010,2383,4/26/23,Tle pro électromécanicien marine,
2472501133,247,40025011,3,3,TLEPRO25011,TLEPRO POLYVALENT NAVIGANT PONT/MACHINE,9/1/21,,3,O,23830025011,2383,4/26/23,Tle pro polyvalent navigant pont/machine,
2472501233,247,40025012,3,3,TLEPRO25012,TLEPRO MAINTENANCE SYST.PRODUC.CONNECTES,9/1/23,,3,O,23830025012,2383,4/26/23,Tle pro maintenance des systèmes de production connectés,Enseignements économie-gestion et physique-chimie. Report ouverture d'un an suite à la crise sanitaire
2472501333,247,40025013,3,3,TLEPRO25013,TLEPRO TEC.REAL.PR.MEC.OP.REAL.MAI.OUT.,9/1/23,,3,O,23830025013,2383,4/26/23,Tle pro techn. en réal. prod. mécan. opt. réal. et maint. des outill.,
2472501433,247,40025014,3,3,TLEPRO25014,TLEPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.,9/1/23,,3,O,23830025014,2383,4/26/23,Tle pro techn. en réal. prod. mécan. opt. réal. et suivi de production,
2472510633,247,40025106,3,3,TLEPRO25106,TLEPRO TECHNICIEN D'USINAGE,9/1/08,8/31/23,3,O,23830025106,2383,5/24/21,tlepro  technicien d'usinage,GH1
2472510733,247,40025107,3,3,TLEPRO25107,TLEPRO TECHNICIEN OUTILLEUR,9/1/08,8/31/23,3,O,23830025107,2383,5/24/21,tlepro  technicien outilleur,GH1
2472510833,247,40025108,3,3,TLEPRO25108,TLEPRO TECHNICIEN MODELEUR,9/1/08,,3,O,23830025108,2383,4/26/23,Tle pro technicien modeleur,GH1
2472510933,247,40025109,3,3,TLEPRO25109,TLEPRO TRANSP.CABLES&REMONT.MECANIQUES,9/1/25,,3,O,23830025109,2383,4/26/23,Tle pro transports par câbles et remontées mécaniques,
2472521433,247,40025214,3,3,TLEPRO25214,TLEPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.,9/1/16,,3,O,23830025214,2383,4/26/23,Tle pro maintenance des véhicules option A voitures particulières,GH1
2472521533,247,40025215,3,3,TLEPRO25215,TLEPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,9/1/16,,3,O,23830025215,2383,4/26/23,Tle pro maintenance des véhicules opt. B véhicules transport routier,GH1
2472521633,247,40025216,3,3,TLEPRO25216,TLEPRO MAINT.VEHIC.OPTC MOTOCYCLES,9/1/16,,3,O,23830025216,2383,4/26/23,Tle pro maintenance des véhicules option C motocycles,GH1
2472521933,247,40025219,3,3,TLEPRO25219,TLEPRO MAINT.MATERIELS OPT.A AGRICOLES,9/1/18,,3,O,23830025219,2383,4/26/23,Tle pro maintenance des matériels option A matériels agricoles,GH1
2472522033,247,40025220,3,3,TLEPRO25220,TLEPRO MAINT.MATERIELS OPT.B CONS.MANUT.,9/1/18,,3,O,23830025220,2383,4/26/23,Tle pro maint. des matériels opt. B matér. construction & manutention,GH1
2472522133,247,40025221,3,3,TLEPRO25221,TLEPRO MAINT.MATERIELS OPT.C ESP. VERTS,9/1/18,,3,O,23830025221,2383,4/26/23,Tle pro maintenance des matériels option C matériels d'espaces verts,GH1
2472522333,247,40025223,3,3,TLEPRO25223,TLEPRO MAINTENANCE NAUTIQUE,9/1/25,,3,O,23830025223,2383,5/24/23,Tlepro maintenance nautique,
2472530233,247,40025302,3,3,TLEPRO25302,TLEPRO AERONAUTIQUE OPTION AVIONIQUE,9/1/15,,3,O,23830025302,2383,5/11/21,Tle pro aéronautique option avionique,GH1
2472530333,247,40025303,3,3,TLEPRO25303,TLEPRO AERONAUTIQUE OPTION SYSTEMES,9/1/15,,3,O,23830025303,2383,5/11/21,Tle pro aéronautique option systèmes,GH1
2472530433,247,40025304,3,3,TLEPRO25304,TLEPRO AERONAUTIQUE OPTION STRUCTURE,9/1/15,,3,O,23830025304,2383,5/11/21,Tle pro aéronautique option structure,GH1
2472530533,247,40025305,3,3,TLEPRO25305,TLEPRO AVIATION GENERALE,9/1/15,,3,O,23830025305,2383,5/11/21,Tle pro aviation générale,GH1
2472540633,247,40025406,3,3,TLEPRO25406,TLEPRO OUVRAGES DU BATIMENT METALLERIE,9/1/08,,3,O,23830025406,2383,4/26/23,Tle pro ouvrages du bâtiment : métallerie,GH1
2472540833,247,40025408,3,3,TLEPRO25408,TLEPRO REPARATION DES CARROSSERIES,9/1/09,8/31/26,3,O,23830025408,2383,4/26/23,Tle pro réparation des carrosseries,GH1
2472541033,247,40025410,3,3,TLEPRO25410,TLEPRO CONSTRUCTION DES CARROSSERIES,9/1/11,,3,O,23830025410,2383,4/26/23,Tle pro construction des carrosseries,GH1
2472541133,247,40025411,3,3,TLEPRO25411,TLEPRO TECH.CHAUDRONNERIE INDUSTRIELLE,9/1/20,,3,O,23830025411,2383,4/26/23,Tle pro technicien en chaudronnerie industrielle,GH1
2472541233,247,40025412,3,3,TLEPRO25412,TLEPRO CARROSSIER PEINTRE AUTOMOBILE,9/1/25,,3,O,23830025412,2383,4/26/23,Tle pro carrossier peintre automobile,
2472550933,247,40025509,3,3,TLEPRO25509,TLEPRO TECHNIC. FROID CONDITIONNEMT AIR,9/1/08,8/31/23,3,O,23830025509,2383,5/24/21,tlepro  technic. froid conditionnemt air,GH1
2472551033,247,40025510,3,3,TLEPRO25510,TLEPRO METIERS ELECT. ENVIRON. CONNECTES,9/1/18,,3,O,23830025510,2383,4/26/23,Tle pro métiers de l'électricité et de ses environnements connectés,GH1
2472551333,247,40025513,3,3,TLEPRO25513,TLEPRO SYST.NUM.OPT.A SURETE SECURITE,9/1/18,8/31/25,3,O,23830025513,2383,4/26/23,Tle pro syst.num. op.A sûreté sécurité infrastruct. habitat tertiaire,GH1
2472551433,247,40025514,3,3,TLEPRO25514,TLEPRO SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.,9/1/18,8/31/25,3,O,23830025514,2383,4/26/23,Tle pro syst.num. opt.B audiovisuels réseau équipement domestiques,GH1
2472551533,247,40025515,3,3,TLEPRO25515,TLEPRO SYST.NUM.OPT.C RES.INF.SYST.COMM.,9/1/18,8/31/25,3,O,23830025515,2383,4/26/23,Tle pro syst.num. opt.C réseaux informatiques syst. Communicants,GH1
2472551733,247,40025517,3,3,TLEPRO25517,TLEPRO MET.FROID & ENERGIES RENOUVEL.,9/1/23,,3,O,23830025517,2383,4/26/23,Tle pro métiers du froid et des énergies renouvelables,
2472551833,247,40025518,3,3,TLEPRO25518,TLEPRO OPTIQ.PHOTON.:TECHNOLOG. LUMIERE,9/1/25,,3,O,23830025518,2383,4/26/23,Tle pro optique photonique : technologies de la lumière,
2472551933,247,40025519,3,3,TLEPRO25519,TLEPRO CYBER.INFORM.&RESEAUX ELECTRON.,9/1/25,,3,O,23830025519,2383,4/26/23,"Tle pro cybersécurité, informatique et réseaux, électronique",
2473000433,247,40030004,3,3,TLEPRO30004,TLEPRO ASSISTANC.GEST.ORGANIS.ACTIVITES,9/1/22,,3,O,23830030004,2383,4/26/23,Tle pro assistance gestion des organisations et de leurs activités,Enseignements économie-droit et LV2
2473110633,247,40031106,3,3,TLEPRO31106,TLEPRO LOGISTIQUE (Nouveau),9/1/11,,3,O,23830031106,2383,4/26/23,Tle pro logistique,GH2
